Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
KCNC1	2923	4953	2721	5276	3006	312	5114	545	0	4246	146	168	1625	1557	1225	1841	2229
SERGEF	145361	111361	100091	171588	77817	12708	65939	5282	5621	58824	4592	1578	170921	22371	21844	34653	63159
TPH1	6460	4675	13148	10076	2973	1205	3368	549	0	577	361	213	3623	798	2200	2014	3265
SAAL1	62135	25821	59466	88177	26953	10935	31287	3293	3568	19648	2138	1067	57294	3865	8788	73841	29892
SAA4	43181	5076	612	2677	738	0	71773	26	0	460	0	0	121	52	3997	0	8044
SAA2	1042066	214754	3593	72192	1646	3802	11949475	3976	45	11187	681	0	8688	19510	607626	0	871202
SAA1	1881083	61182791	67268	1480178	100378	113405	35171989	124090	50219	52229689	109652	1532	28819	140008	8579772	778910	10127486
HPS5	225024	165509	129951	248638	44911	68386	90210	6945	3674	85872	13013	3356	46827	73891	12639	49643	79280
GTF2H1	296560	166998	328150	370844	135001	29139	113679	15407	3918	177360	12943	2167	289052	19130	46809	116919	132755
LDHA	14292717	9828732	14985151	16102739	3956712	729009	4347041	379428	165962	7366663	247134	26895	21839010	1266780	1125979	1108761	6110545
AC084117.1	2666	1307	4724	4199	359	62	1482	0	291	152	288	0	0	0	0	0	970
LDHC	8595	12162	7318	20067	3946	1654	3154	1364	101	5610	90	0	4964	849	753	617	4453
LDHAL6A	241	0	0	474	20	0	21	0	0	350	281	0	0	0	0	172	97
TSG101	756949	281318	380948	835419	197740	68825	246907	22139	9330	291665	16887	2971	641191	37294	84011	234366	256748
UEVLD	135277	45327	68402	192376	28436	8012	43505	8941	1588	16381	4147	732	59338	8374	8063	11140	40002
SPTY2D1OS	47746	30652	30398	73308	15515	4342	12143	1924	2182	17498	755	468	63441	5982	2422	5268	19628
SPTY2D1	331344	244251	192465	346949	147406	25697	159955	16082	9624	145912	32558	4397	378205	51990	59544	78598	139061
TMEM86A	7253	6133	3593	6415	1918	4238	5869	723	148	2958	1212	0	5258	1971	1184	2849	3233
IGSF22	11144	7461	5176	3136	3828	522	4285	327	0	6067	785	0	8508	2265	517	0	3376
AC103974.1	21	240	0	130	202	0	493	112	0	0	0	0	0	370	200	0	110
PTPN5	0	0	0	0	0	0	586	4106	148	0	106	0	0	0	0	238	324
ZDHHC13	345186	50791	178834	387974	83523	5415	32879	12535	1288	25361	4522	0	111955	8092	3860	20697	79557
E2F8	12980	557	23657	33400	1478	8	534	304	68	414	926	0	5084	0	0	17803	6076
NAV2	98710	97065	90236	32476	44023	23134	150757	8502	776	72073	1445	375	60881	616	14317	48926	46520
NAV2-IT1	0	623	0	0	0	0	3983	0	0	1131	95	0	0	0	0	0	364
AC009549.1	1901	6716	228	775	355	1652	12501	2952	0	6641	90	320	1203	363	3636	396	2483
NAV2-AS3	2211	15664	973	393	413	985	30193	1462	50	24546	333	875	1752	0	8029	0	5493
HTATIP2	693789	103928	264505	723708	141165	13508	218608	19004	8961	96835	12434	3537	439080	5331	22696	129676	181048
PRMT3	80843	27791	58465	98194	26247	6215	35007	5972	1474	22813	2493	386	68201	3865	9063	85725	33297
NELL1	2802	317	1473	788	79483	536	1346	112	0	0	0	0	37914	0	0	330	7819
ANO5	979	11090	0	315	983	431	1750	863	286	945	938	661	395	2989	937	9975	2096
SLC17A6	0	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	48
FANCF	47159	16785	32514	57325	26084	5421	27266	3485	833	12678	2392	161	40074	3889	3702	14816	18412
GAS2	13562	10397	14467	16842	16147	1208	4386	933	0	3670	837	216	24505	1607	1187	1118	6943
SVIP	571239	490572	55096	513717	110474	45667	192916	39386	5748	509472	21951	5504	339621	52699	147483	9019	194410
AC006299.1	2025	2207	281	1441	1084	197	1261	1152	55	265	96	0	830	404	0	0	706
LINC02718	440	392	0	295	0	0	101	0	0	324	0	0	0	0	0	0	97
LUZP2	238	244	180	0	9436	108	2774	0	0	0	0	0	3980	0	0	440	1087
ANO3	2572	146	1351	12440	342	0	840	26	1602	0	178	204	1500	1073	0	4246	1657
AC021698.1	4159	0	142	317	757	29	0	0	0	0	0	0	1719	0	0	0	445
MUC15	1370608	14619	330189	2686250	149873	8445	4804	12648	1482	17543	10116	546	372702	0	0	0	311239
SLC5A12	1848	336	1272	931	606	0	82	0	0	0	0	0	808	0	0	108	374
FIBIN	6117	725140	1007	10931	25064	433	542299	1105	2656	301717	1703	13803	2011	0	26136	1188	103832
BBOX1	421125	5165	44968	539873	35928	1393	5575	2681	318	3619	2609	90	117842	0	0	0	73824
BBOX1-AS1	25942	681	23387	27867	10348	130	590	70	0	244	168	0	16988	0	1318	16385	7757
CCDC34	52109	52454	130054	44992	36222	6752	52139	4056	1818	56923	3176	0	105465	6737	10661	154153	44857
LGR4	406200	15403	261256	417279	113580	10779	32979	3744	1802	4496	4412	1655	223581	2288	1272	175873	104787
AC100771.2	1511	0	352	824	1324	0	50	0	0	0	0	0	1363	416	0	357	387
LIN7C	393200	195953	271626	504785	126421	20473	163465	20899	9371	97690	13836	3559	267586	23345	48197	100796	141325
BDNF-AS	44259	36340	34551	45417	18504	2839	36893	2277	1142	8663	589	436	21743	4422	1253	3756	16443
BDNF	7836	4947	8460	20497	1962	798	88118	0	117	6948	0	244	18965	0	548	51094	13158
KIF18A	5523	8395	17305	6388	6927	526	8145	0	58	4797	966	0	6441	772	1096	31297	6165
METTL15	132026	118394	86813	89422	71231	7095	64943	8287	2791	52476	6360	1921	57991	16239	16305	31096	47712
KCNA4	0	997	0	0	0	0	557	0	438	0	0	0	0	0	228	334	159
ARL14EP	215485	165392	122680	252721	92990	19642	175659	13369	5586	156945	15988	3753	95906	11892	51860	65601	91592
MPPED2	45581	72297	103283	75896	6038	7612	24763	941	110	43109	2177	814	45262	0	4565	8914	27585
AL353699.1	145166	475	51918	103496	5954	961	578	1754	220	1651	151	0	40785	0	0	0	22069
MPPED2-AS1	2450	16479	12033	6675	659	0	4271	206	0	27999	0	0	9001	0	1117	0	5055
DCDC1	162789	14099	746266	965481	51393	3904	2584	3536	1187	8155	5094	127	139968	1710	1286	183	131735
AL137804.1	8593	1580	130303	61836	2185	371	169	0	0	87	169	0	5644	0	0	0	13183
DNAJC24	205171	127478	141312	229157	98823	15120	91526	9587	3734	122432	8004	483	167295	6389	44148	23818	80905
IMMP1L	407126	209328	337361	528617	148198	16193	63234	13830	3888	117878	9028	1732	430815	27267	15685	160542	155670
ELP4	422564	63320	530539	764816	182347	14452	48163	9503	2295	53303	6462	1509	696800	5216	13767	27801	177679
AC131571.1	4887	996	2564	3561	17151	68	440	0	0	357	80	0	5829	0	582	0	2282
PAX6	6233107	69794	3882793	6477970	1943687	46635	54380	43592	7774	40232	41587	2481	2824714	2105	1851	0	1354544
PAUPAR	18280	479	12107	32583	4847	102	509	539	0	0	280	0	10685	0	0	0	5026
AL035078.1	1620	1046	1199	2060	1022	238	380	12	0	0	228	0	2400	0	0	0	638
RCN1	556495	444124	252405	377158	275473	59245	1078356	59928	20728	312039	8582	5462	589433	8470	256568	300832	287831
WT1-AS	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	3
EIF3M	1324351	559297	852472	1292324	764589	137398	703456	76614	35153	698014	52999	7969	1551874	49149	259678	950686	582251
PRRG4	1582952	16653	664984	1537240	410470	16454	14307	15901	1029	10853	13487	5891	1532002	0	4251	7043	364595
QSER1	190158	75721	139492	123213	98691	13976	100759	14292	4082	43646	5751	1590	93033	8736	23943	66566	62728
DEPDC7	38098	1382	31719	16611	18249	1139	19802	820	439	464	1235	2087	16437	0	918	5796	9700
TCP11L1	32673	23865	42062	40268	16260	2751	33169	2979	1759	17568	3286	152	47863	3413	6399	6044	17532
LINC00294	21146	27941	33253	27743	15450	2136	33684	1817	1013	7634	2292	673	29284	2444	1464	3636	13226
CSTF3	230625	109870	128621	232889	60501	6039	78252	11932	4348	64157	7921	635	132806	25416	12144	216958	82695
HIPK3	321843	249706	227960	331063	196342	24222	199684	142573	22629	165452	21497	11645	262456	46149	60801	88728	148297
KIAA1549L	1999	0	368	759	101	12285	2393	149	0	0	0	0	2545	0	0	532	1320
AL049629.1	6005	100	732	302	340	403	627	49	0	0	30	0	2995	0	0	0	724
C11orf91	14075	12084	6895	3665	7507	5324	11439	5956	310	33665	258	0	65724	1986	2324	0	10701
CD59	2038769	2369966	967339	1399483	805031	1211374	2359271	517207	124049	1679341	39195	61737	2527066	88285	220451	65072	1029602
FBXO3	467070	111866	310348	611177	145016	23927	92710	25682	9204	58253	12191	3322	400034	17596	20813	18515	145483
FBXO3-DT	587	0	825	1228	370	0	0	0	0	0	81	0	1540	0	0	0	289
LMO2	139283	30442	1044	10524	33455	479	8941	119433	1370	13483	11425	304	14035	1016	1329	5362	24495
AC090469.1	5225	4295	2153	3395	1072	0	629	96	141	1504	0	0	6546	624	73	0	1609
CAPRIN1	542389	259803	364729	542147	195495	39832	258986	32755	12886	187355	20084	4983	549587	42692	64493	334756	215811
NAT10	71208	33690	44454	56606	43140	4423	50511	7125	2138	19677	2925	724	36341	11514	11108	87106	30168
ABTB2	26190	33519	8006	64701	6941	24338	16253	310	320	18600	2557	283	37477	403	3279	12615	15987
CAT	300405	82990	85399	162309	124590	26708	184727	14617	15842	44208	18102	6833	89407	8818	12831	32733	75657
ELF5	28194	169	0	1478	157	69	190	129	0	0	0	0	41	0	0	0	1901
EHF	1886988	8323	402653	1488309	895959	14357	14918	10604	1529	6040	10480	300	1224338	522	5525	25	373180
APIP	205560	86343	111173	201332	82714	14594	143364	7503	5064	115634	7946	4399	173992	5903	47847	367865	98827
PDHX	224663	75543	198756	257614	83212	11574	81923	6650	5428	55727	7441	1378	220027	18637	18234	153182	88749
AL356215.1	7660	0	660	401	1419	0	2499	49	227	0	393	0	1196	0	791	0	956
CD44	2566830	333422	1889047	1707235	1170945	818283	1633414	22581	105280	293680	314825	21382	2789871	999	279406	12667	872492
CD44-AS1	1469	143	25	135	95	0	261	0	0	0	335	0	0	0	76	51	162
AL133330.1	61318	6664	24507	32818	16714	7747	13680	642	2052	4944	14212	1479	44317	0	2251	0	14584
SLC1A2	14199	18836	2017	10439	1190	561	12261	0	1045	11295	727	0	858	1100	1778	1954	4891
PAMR1	1141	136038	1243	1756	3287	11711	117798	159	423	27761	86	0	1111	18079	8457	1060	20632
FJX1	29628	47446	102625	53121	44433	2124	62808	2870	3021	63619	1254	191	207203	23422	22156	7470	42087
TRIM44	399814	277241	227378	377595	150050	21613	264205	45690	16354	203939	23012	4706	205009	53757	97895	137952	156638
LDLRAD3	18394	70129	14758	8445	21237	11592	31343	3973	5249	17236	752	472	35418	7677	6294	16209	16824
AL136146.2	886	286	540	395	530	0	533	0	360	0	0	0	1129	0	0	0	291
COMMD9	266051	66964	129728	227731	87207	27172	80317	11545	2485	53530	13549	1204	185455	6024	34609	138867	83277
PRR5L	2033	38213	593	1002	934	0	44907	7991	234	23467	2422	227	227	376	3210	253	7881
TRAF6	71370	45760	37987	57752	39200	16502	34619	8586	3020	37874	6428	1492	88363	7762	13015	14156	30243
RAG1	1969	6031	1528	1164	1817	197	668	1088	0	2218	179	0	3809	407	816	2042	1496
C11orf74	97839	98875	81809	122725	42462	13091	101865	12592	6679	80468	1957	1497	122343	12955	13366	31305	52614
AC021713.1	293	0	128	543	0	0	0	0	0	0	0	0	941	0	0	0	119
LRRC4C	3896	194	176	125	6346	285	11238	278	0	0	128	4826	0	0	0	973	1779
API5	317858	117475	205317	341799	123043	18692	125109	18648	4090	105126	11254	2396	296092	13959	42662	118004	116345
TTC17	375010	168052	326065	381159	156802	22687	215991	33361	10036	79974	19379	3506	264766	22383	20863	54519	134660
AC087276.1	1078	290	463	1268	86	497	163	205	0	0	0	0	0	0	0	0	253
AC068205.2	4573	2613	2383	7591	3690	29	6199	53	430	4125	1095	0	4674	211	2506	0	2511
HSD17B12	513726	467510	277505	497881	169504	41222	270568	69113	14611	348515	14411	5115	453924	35600	59817	117486	209782
AC087521.2	21817	6684	8885	9033	4793	182	3763	411	0	2000	1027	143	7428	1052	693	73	4249
ALKBH3	242662	61698	105630	276250	60482	15400	63342	9202	3397	56696	5153	467	190445	6915	24244	42844	72802
ALKBH3-AS1	3631	465	743	2148	160	0	424	0	0	708	172	0	406	519	633	0	625
AC087521.3	3716	142	1622	4176	220	119	197	0	0	0	0	0	86	0	0	0	642
C11orf96	9840704	88168	2936346	5995003	1027285	265688	1470235	295775	810323	41732	54316	19702	10068536	59396	254898	6603	2077169
AC087521.1	93587	461	43411	75124	12097	2784	1207	532	262	0	175	0	134998	507	0	29	22823
ACCS	43851	27078	53418	39324	19688	5212	11487	5554	1640	6918	2774	65	31304	3985	356	704	15835
AC134775.1	614	434	831	221	283	234	501	0	0	0	0	0	0	0	0	0	195
EXT2	124035	182934	105894	121978	67774	17337	188998	19366	4028	81193	5074	1134	152510	16583	31350	34454	72165
ALX4	96	37984	105	127	0	0	7134	0	648	2419	223	0	0	26639	470	71	4745
CD82	1701573	158653	628095	1781749	228006	113361	132050	22523	6316	84130	22419	3573	751495	9943	13983	6611	354030
TSPAN18	976	29498	5083	1612	5203	2922	7520	11777	0	13021	243	0	20403	1671	713	79141	11236
TP53I11	144440	218385	3259	8713	21298	5076	112453	12502	9013	57367	3794	181	13895	1494	10486	5650	39250
PRDM11	10614	20779	10552	6473	19959	1696	14929	2074	2882	8537	859	454	17119	4312	4559	5201	8187
SYT13	0	0	0	76	0	0	1120	0	0	0	0	0	0	17856	0	2991	1377
LINC02696	1440	10261	1075	1342	3559	2344	4703	1953	301	11390	295	0	3067	4694	473	0	2931
CHST1	3863	122061	2980	1776	10702	0	25862	2662	1150	49617	861	0	5239	14946	7193	855	15610
AC044839.1	2946	1017	1530	2847	1624	35	1161	283	303	0	123	127	1262	0	397	0	853
LINC02716	3629	5227	656	1583	999	448	1234	95	95	2837	0	0	1940	1907	0	0	1291
SLC35C1	327781	41425	127693	324200	21467	4567	56910	6496	1728	27913	1928	379	154703	7716	11381	10715	70438
CRY2	292250	100681	246370	351070	107393	19735	71357	8559	2367	36231	4449	1077	371098	32886	22188	26073	105861
MAPK8IP1	55679	53695	91147	39591	41145	7284	26536	2050	1069	46426	1374	1582	62790	28258	5145	24472	30515
AC068385.1	621	102	217	283	0	37	12	289	0	0	0	0	50	0	0	351	122
C11orf94	466	217	259	480	428	0	290	0	0	0	0	0	424	0	0	0	160
PEX16	293725	127026	146605	305835	89123	23216	136277	15159	7737	94211	8413	546	248520	19247	37306	169221	107635
LARGE2	51376	674	62512	32572	28211	341	2839	421	118	0	518	0	77047	5546	0	155532	26107
PHF21A	146503	90536	96876	100557	73261	7944	83064	13175	5216	26075	8933	687	65740	17865	9685	31220	48583
AC024475.1	497	47	92	256	253	0	254	0	0	0	0	0	0	0	0	0	87
CREB3L1	47634	80576	0	1594	1323	272	214598	1503	470	94193	215	0	92	0	20217	41591	31517
DGKZ	151687	58179	93407	102338	57485	8391	50947	20426	3139	39144	21327	598	70577	21822	19410	226516	59087
MDK	1817072	222623	109554	245367	137653	32438	348449	36424	18885	118058	3689	12494	636108	53216	57227	3920973	485639
AMBRA1	39618	27870	36536	42396	15602	7017	23374	3130	949	9127	3032	0	22724	9948	5223	44754	18206
AC127035.1	10002	6867	9963	10877	3765	930	6068	612	0	1488	1261	200	1628	392	1367	0	3464
HARBI1	40535	11459	21071	40402	15498	1104	7984	369	416	9730	757	0	25145	2333	2761	13243	12050
ATG13	210618	102154	116171	232981	60478	13533	84413	8997	8827	33689	7281	1864	144945	34720	19676	135971	76020
ARHGAP1	319773	110106	139284	382913	52459	20912	96618	17262	45890	26409	6070	4646	122491	20803	8521	114637	93050
ZNF408	60771	30907	64165	57405	34354	11385	36299	3095	1254	23546	2248	90	87783	13773	12952	63242	31454
CKAP5	149726	82531	113165	166412	44065	9178	123584	7688	2959	38059	6076	2332	56460	29048	12445	258048	68861
LRP4-AS1	1189	6285	2385	1491	481	0	6582	880	239	285	369	0	1377	1189	261	3031	1628
LRP4	214364	169262	59548	122084	118907	2866	25265	2314	101	46102	1717	693	98831	3835	4154	38757	56800
AC021573.1	375	246	427	802	818	29	0	0	0	0	0	0	0	271	0	0	185
C11orf49	183070	75791	98062	149203	70038	12227	64084	5040	2026	47209	3750	3128	115237	12126	10797	20109	54494
AC090589.2	2800	734	941	1163	2939	153	249	0	0	0	150	196	1838	858	194	336	784
ARFGAP2	221210	134745	145897	215214	132716	34858	123177	13221	6014	80636	13887	2870	221662	31892	44043	184923	100435
AC090589.3	0	158	0	0	50	0	0	0	0	0	0	0	0	0	0	0	13
PACSIN3	545491	98775	384213	683675	165931	23695	93271	6849	4782	63943	3422	2596	761272	82203	37013	231961	199318
DDB2	438766	129500	539863	381514	254747	22125	144722	22401	5150	54945	12673	2437	409622	68223	8554	57897	159571
ACP2	125222	87339	62277	102776	45404	11399	57462	12321	2261	32673	4309	603	89533	24327	11445	35737	44068
NR1H3	17788	29096	11444	15689	9965	2273	24277	9269	2682	7984	2277	873	17898	7384	2351	17268	11157
MADD	79278	66907	57876	63220	38263	8625	33123	9231	3126	21961	6932	823	21701	60794	5570	27099	31533
MYBPC3	53408	68	225	30668	745	70	148	55	64	353	206	0	400	0	0	1137	5472
SPI1	1896	2667	1096	2523	3009	879	1987	305	0	1488	47524	109	3367	5888	202	1345	4643
AC090559.1	1134	10956	1616	566	1157	0	2879	489	0	6215	12133	233	2925	710	1935	0	2684
SLC39A13	42616	246305	159859	37465	68866	27415	198313	12590	6548	105298	3757	1605	132368	49865	22523	37160	72035
PSMC3	805698	473393	507125	997653	265323	70163	389317	43272	23511	431629	21125	6365	829328	91412	183965	536242	354720
RAPSN	1427	384	699	2916	355	0	678	0	0	462	183	0	2659	0	206	1725	731
CELF1	573605	183461	486550	811515	267974	40271	227791	52700	13791	94150	38541	5688	672054	42158	38030	298042	240395
AC090559.2	12020	6733	12363	24838	7285	2205	4628	2374	97	1696	1216	0	15721	2501	591	0	5892
NDUFS3	915444	263432	429782	879495	214859	76767	308771	28336	19552	226013	17581	4040	514995	106811	79583	770047	303469
PTPMT1	331667	193341	200860	371666	97099	34122	148398	12096	6104	164923	6832	1545	684170	49117	49054	134447	155340
KBTBD4	85084	48639	65813	124619	36557	13765	30691	4246	1824	34171	3378	0	78047	8639	8922	20264	35291
C1QTNF4	16107	97646	3786	6204	44823	6273	37989	1870	2015	29019	196	1570	38422	26511	4078	100355	26054
MTCH2	542646	140249	369656	731577	124367	57695	197538	14525	7952	158062	15795	2110	583164	40203	38868	673210	231101
AGBL2	4310	2347	8483	2313	2727	134	1955	63	45	201	174	0	5595	434	270	445	1843
FNBP4	819486	412718	445304	719482	359815	46341	365978	49913	17377	463007	42160	8058	537233	143919	119409	259347	300597
NUP160	155332	107032	113721	152321	95715	15741	82448	18006	3552	41265	9735	1829	130084	14183	17494	124252	67669
PTPRJ	67306	13853	14079	41900	12793	46283	14407	439	884	11776	13904	3643	25319	2326	4943	21770	18477
FOLH1	21354	456	2427	4856	6066	74	1798	1132	251	0	0	168	4654	0	369	1383	2812
APLNR	1119	0	333	284	172	0	363	7539	1857	0	213	0	866	0	0	1496	890
TNKS1BP1	311352	179301	248941	292102	99337	6667	225395	22570	6393	79491	2813	1247	363813	43304	18766	42894	121524
AP000781.1	1193	440	145	702	39	67	182	27	0	0	0	0	1266	0	0	47	257
SSRP1	307425	127069	221991	299137	164022	33070	199725	29087	10371	82331	11033	2827	457957	34120	44167	485996	156895
PRG2	1395	13443	994	271	7916	1798	14781	2783	418	1752	1264	0	2141	146	8054	0	3572
SLC43A3	7042	145204	5335	2733	80294	20544	232550	16945	4215	39628	20253	1959	8061	9519	46136	3720	40259
RTN4RL2	2471	4360	172	700	4076	3526	18145	2080	2579	1685	100	547	919	13553	169	6578	3854
SLC43A1	462	14592	201	830	2137	3161	32330	3599	3143	4438	885	0	1109	1186	1201	6154	4714
TIMM10	687999	230177	293709	820911	184223	42515	263747	35785	19544	283094	18385	3637	473150	76527	127211	1457295	313619
UBE2L6	382635	34420	130562	215238	100057	9310	132129	22625	6033	23676	11299	2751	254363	11286	5593	1557	83971
SERPING1	181779	5384590	45501	131567	250954	23491	3040056	158595	254875	1838784	21256	34091	183573	166988	503676	19775	764972
AP000662.1	440	2162	819	436	364	144	3623	141	0	322	0	0	403	4916	0	0	860
YPEL4	8739	7038	5335	2445	6034	906	16836	68	558	2108	1158	1124	4824	5019	2062	0	4016
CLP1	65009	52806	64331	76136	53183	10625	42546	6285	1462	48968	3998	131	157487	7836	20407	43274	40905
ZDHHC5	584463	112302	217547	683137	94696	15594	99873	15564	7815	62174	10649	1991	246919	15577	27789	126496	145162
MED19	458160	244612	304862	466359	216856	33854	279829	21927	6902	312514	12434	4438	619705	43872	144420	222811	212097
TMX2	427204	287078	250030	452298	155568	40300	195030	18979	7283	188725	11753	4154	396593	56733	76587	367527	183490
SELENOH	2674271	784522	1101161	2134685	514785	185627	820267	107327	31907	662514	51839	11937	2139579	182768	185727	942705	783226
BTBD18	385	2616	0	244	0	0	147	0	0	862	0	0	0	207	98	470	314
CTNND1	1952695	182394	682008	2206305	225357	76367	139109	89105	11778	48184	28795	6882	675788	55255	16914	122829	407485
LPXN	15303	26954	13995	15503	3162	2288	26505	1438	375	31590	40790	243	6770	6530	6543	2757	12547
ZFP91	779736	488499	376855	750288	227019	54533	859264	35788	17998	757177	27488	2391	659096	85733	379450	42244	346472
AP001350.1	609	1526	361	982	73	0	164	0	0	647	0	0	0	279	228	0	304
CNTF	1272	6443	1723	1425	430	1549	2186	0	0	8743	0	276	2300	1611	1059	132	1822
GLYATL2	0	0	0	0	0	0	1305	264	0	0	0	0	0	0	0	0	98
FAM111B	1169	1318	11177	1297	2830	456	3230	104	0	141	179	0	2325	1146	0	9348	2170
FAM111A-DT	37308	10174	23810	30546	21394	4172	16329	1860	1145	5219	2265	558	22308	2545	1711	0	11334
FAM111A	209075	63669	121921	168966	50618	9694	90790	19620	3547	41794	14288	1630	65514	9033	9456	71	54980
DTX4	40644	4724	1758	2183	6335	16521	18747	1389	118	1792	81	1762	1497	7206	194	5926	6930
MPEG1	260	305	41	103	29	0	0	119	0	0	19956	0	0	0	0	0	1301
AP002358.1	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OR4D9	4196	2251	4244	3198	1232	472	2422	141	86	0	178	375	0	0	0	400	1200
AP003778.1	2391	1547	1348	1360	2389	185	895	286	0	1021	0	0	1835	205	273	0	858
LINC02739	36601	9639	8938	31052	6864	844	4150	520	1304	1875	839	873	21796	557	0	0	7866
AP000442.1	6893	12070	6536	8793	2837	468	1972	0	0	5574	313	0	8421	2604	1619	0	3631
OSBP	331112	195563	146369	331797	100110	15982	182712	18786	4950	142351	12153	3465	166640	55539	67276	105667	117530
PATL1	171003	62986	90843	144925	67845	16035	77837	13084	2579	72124	8202	950	136919	14421	22657	55410	59864
AP000640.2	1974	1258	632	1001	472	343	62	223	259	457	199	0	270	136	0	0	455
STX3	566128	126173	381692	656941	179218	66663	82835	19651	5153	164787	19717	1948	1169451	24712	62581	109000	227291
AP000640.1	2097	0	578	1805	258	178	773	69	0	347	0	0	2920	155	330	0	594
