Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
HEXA-AS1	88	17	34	102	5	2	30	2	0	15	6	0	24	8	3	29	22
TMEM202-AS1	283	52	122	191	80	10	103	6	3	33	13	1	304	17	11	49	79
AC079322.1	100	37	58	70	45	1	66	2	0	14	0	0	43	14	3	11	29
ARIH1	5442	1539	2895	4462	1886	249	1837	195	73	1042	194	30	4461	382	265	2302	1703
LINC02259	32	23	60	82	4	2	9	0	0	18	0	0	69	7	0	0	19
AC100827.4	40	15	7	28	16	1	7	3	2	3	0	1	5	0	0	4	8
HIGD2B	10	2	5	10	1	0	7	0	0	0	0	0	5	0	0	0	2
BBS4	1633	715	1096	1394	476	68	825	44	18	335	26	2	616	98	56	1058	528
ADPGK	2293	708	1449	1886	619	97	1679	91	30	387	115	6	2142	79	203	2351	883
ADPGK-AS1	13	4	14	10	7	1	4	0	0	3	7	1	48	12	2	9	8
NEO1	2164	437	777	1468	760	178	470	22	15	169	9	1	1069	100	66	1052	547
NPTN	7262	2256	3532	6773	1671	172	2600	160	101	1747	119	25	2162	253	351	2982	2010
NPTN-IT1	516	125	336	526	185	24	160	13	4	40	12	1	222	14	17	0	137
CD276	1270	736	2305	1089	376	145	1490	30	33	554	44	4	2074	46	207	1628	751
INSYN1	151	55	5	50	5	6	41	1	0	23	0	0	4	1	3	0	21
LOXL1-AS1	487	144	343	521	106	13	769	5	3	43	6	0	435	109	2	245	201
LOXL1	417	1626	478	299	233	40	2646	4	18	483	6	0	811	351	149	520	505
STOML1	577	178	189	305	139	53	333	33	11	55	5	3	263	101	18	783	190
PML	2825	512	1167	1577	779	91	1623	193	58	414	53	9	1810	93	121	705	751
ISLR2	10	9	6	7	0	0	47	10	0	0	0	0	9	4	0	13	7
AC010931.2	12	4	1	8	1	0	14	1	0	0	0	0	5	0	0	10	3
ISLR	73	1610	14	147	8	1	1461	17	46	572	4	8	9	0	20	2	249
STRA6	443	715	179	542	8	2	409	1	3	456	1	1	445	1	49	158	213
CCDC33	206	29	62	213	5	1	54	2	0	24	0	0	323	0	6	155	67
CYP11A1	17	50	7	1	95	4	42	1	1	15	0	0	160	84	4	129	38
SEMA7A	179	13	76	57	18	47	471	10	0	4	23	3	536	80	1	127	102
UBL7	1656	536	1366	2209	409	95	932	41	20	319	40	8	1887	119	73	2169	742
UBL7-AS1	1052	336	1023	1243	284	35	283	41	10	136	30	3	829	62	40	1027	402
ARID3B	516	132	779	691	150	20	156	11	2	67	35	0	2909	21	23	2037	471
CLK3	3217	847	1807	3425	768	143	1651	103	25	598	82	10	2298	220	265	1707	1072
AC100835.2	26	4	8	56	3	0	3	1	0	0	1	0	3	6	0	2	7
AC100835.1	5	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
EDC3	703	265	451	1030	200	36	518	21	9	259	17	4	620	40	78	1497	359
CYP1A1	164	324	35	100	1	1	182	2	0	525	1	0	41	228	166	13	111
CYP1A2	51	28	4	0	0	0	19	0	0	61	1	0	15	260	13	0	28
CSK	2300	358	697	2729	284	75	755	55	18	270	110	1	872	90	84	1623	645
CPLX3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0
ULK3	2042	435	782	2013	251	87	433	83	10	258	53	7	608	147	68	1224	531
SCAMP2	5460	1417	2153	5347	795	185	2129	143	29	1082	134	22	2779	187	357	2713	1558
MPI	972	191	664	1221	194	29	848	32	8	65	22	5	611	59	25	2057	437
FAM219B	1744	633	830	1519	529	103	1454	64	29	582	41	8	1136	124	197	1416	650
COX5A	10260	3292	5208	10122	2315	523	3912	334	117	3422	234	26	8569	618	1005	3745	3356
RPP25	2418	854	387	1973	328	115	846	36	21	819	19	2	825	164	435	2824	754
SCAMP5	76	46	27	51	50	1	74	18	0	11	0	1	9	77	5	840	80
PPCDC	899	184	472	1320	144	41	337	53	13	85	27	3	583	60	61	2011	393
C15orf39	1545	152	736	2215	354	36	420	60	25	46	37	2	1349	142	41	1384	534
COMMD4	4988	1325	2635	4751	1066	274	1822	133	76	718	67	13	2530	174	356	3271	1512
AC068338.3	260	154	171	337	58	3	52	6	5	42	1	1	158	78	1	47	85
NEIL1	1753	589	1032	1649	474	39	331	94	17	122	21	3	431	108	11	313	436
MAN2C1	1901	674	1159	1943	505	116	1137	117	30	193	75	5	983	155	44	1321	647
AC068338.2	394	76	190	430	55	9	52	8	1	20	9	0	292	17	3	199	109
SIN3A	3433	796	2048	2891	1153	126	1089	152	44	339	80	10	1738	272	136	2281	1036
AC105137.2	37	7	19	29	6	0	14	1	1	6	1	1	9	11	3	0	9
PTPN9	1045	422	536	722	248	71	781	39	27	187	36	4	663	57	97	1235	385
SNUPN	1480	542	783	1228	481	52	1180	43	30	471	34	8	472	117	111	2063	568
IMP3	5688	1929	3953	5923	1595	290	2363	162	45	1530	105	18	6413	309	539	3300	2135
AC105020.6	58	25	25	66	7	2	8	2	0	11	5	0	21	4	0	20	15
AC105020.5	8	5	2	5	3	0	6	1	2	0	0	0	0	5	0	0	2
SNX33	1269	450	819	1640	275	42	650	43	23	72	17	5	872	45	45	318	411
CSPG4	13	4	14	5	22	89	138	3	26	8	1	4	36	0	3	17	23
AC105020.1	63	5	30	19	8	1	52	0	1	0	1	0	15	1	2	0	12
ODF3L1	340	10	251	363	145	29	8	3	2	16	4	1	948	1	0	0	132
DNM1P35	19	0	18	7	12	3	7	0	0	0	2	0	19	0	0	7	5
AC019294.2	17	4	25	15	6	0	15	0	0	1	1	0	12	2	0	0	6
UBE2Q2	5721	1514	4610	7400	1058	207	1342	144	46	1150	90	11	7240	134	302	3095	2129
FBXO22	3865	1040	3010	4603	1025	108	1944	76	30	927	50	9	2682	205	327	3091	1437
NRG4	350	46	754	2328	32	7	42	3	1	34	12	0	792	43	8	163	288
TMEM266	12	8	41	18	12	2	18	0	0	4	1	0	26	0	0	57	12
AC091100.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETFA	6096	1554	3480	6444	1260	265	2162	150	71	1518	100	21	3938	248	421	943	1791
ISL2	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	11	1
SCAPER	1967	502	976	2150	678	75	639	60	18	167	52	9	642	102	58	1327	588
RCN2	6652	3212	4880	8073	1970	312	2996	219	90	2351	127	28	8215	417	670	3531	2733
PSTPIP1	75	1	113	141	16	1	6	1	1	1	98	0	62	0	0	287	50
TSPAN3	6418	1366	3938	6620	1113	283	2494	159	92	854	106	21	5009	346	425	2969	2013
AC090181.2	178	3	174	169	36	11	7	5	1	6	6	0	560	3	3	0	72
PEAK1	681	2301	288	642	163	79	1943	121	86	1668	45	1	236	116	255	153	548
HMG20A	1214	888	901	1670	317	89	890	77	20	477	37	2	613	142	59	974	523
AC046168.2	5	2	0	1	4	106	3	0	1	0	0	0	4	27	0	0	9
LINGO1	2	0	1	9	1	40	12	8	32	0	0	0	4	0	0	2391	156
TBC1D2B	1165	357	966	1405	306	68	1380	81	45	119	86	3	1101	62	69	416	476
CIB2	196	383	148	60	275	55	234	18	0	201	2	3	293	72	161	2333	277
IDH3A	3482	1096	2086	3548	1084	140	1741	74	42	1216	54	11	2968	343	422	2625	1308
AC090260.1	7	2	0	1	1	0	3	1	0	2	0	0	0	0	0	0	1
ACSBG1	115	19	8	49	6	0	13	1	0	14	4	5	6	5	3	25	17
DNAJA4	2849	503	512	2235	294	249	309	53	45	394	188	19	736	339	78	885	605
WDR61	5875	1911	3499	7143	1216	201	1882	173	47	1378	88	7	4129	377	377	2337	1915
AC090607.4	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
AC090607.1	10	3	3	4	0	0	0	1	0	0	1	0	0	0	0	0	1
AC090607.5	5	8	2	7	2	3	2	0	0	0	1	0	7	0	0	0	2
CRABP1	8	21	0	10	0	1	167	0	0	5	0	0	3	166	1	426	50
IREB2	2450	872	1253	2594	765	89	1585	88	35	294	74	9	1668	163	188	2551	917
HYKK	720	379	262	803	191	35	278	21	18	249	7	1	331	192	44	658	261
PSMA4	9020	2478	4816	8539	2334	398	3309	330	150	2437	203	26	8050	316	846	3442	2918
CHRNA5	153	192	63	63	130	15	68	17	2	91	5	1	103	68	32	671	104
AC027228.2	13	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
CHRNA3	863	1	8	118	30	3	7	3	0	0	3	0	204	0	0	58	81
CHRNB4	45	2	12	68	7	0	3	0	1	0	0	0	25	0	0	3	10
AC067863.1	5	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0
ADAMTS7	263	284	159	170	16	1	362	15	3	81	0	3	215	1	13	140	107
MORF4L1	11013	4743	6105	10546	3645	718	4368	508	221	3769	368	59	10828	575	1202	3707	3898
CTSH	3400	1024	2341	2614	713	113	495	411	37	280	230	0	3266	87	284	351	977
RASGRF1	42	24	1748	845	13	10	5	8	0	10	7	0	441	0	4	4	197
ANKRD34C-AS1	6	5	13	30	1	0	0	0	0	0	0	0	0	0	0	0	3
ANKRD34C	67	54	46	127	2	1	0	0	1	31	2	0	34	0	0	0	22
TMED3	9351	3630	4388	8105	2090	358	3321	122	77	2267	120	12	8276	371	803	2554	2865
MINAR1	34	21	2	6	4	4	125	0	1	10	0	0	7	12	0	0	14
MTHFS	3902	1331	2047	4129	972	178	1158	79	20	858	76	3	2645	177	209	1363	1196
AC015871.7	455	93	175	525	185	30	272	9	1	20	51	1	235	14	10	0	129
AC015871.1	1202	528	539	964	264	63	845	20	4	409	21	0	461	69	52	0	340
AC015871.4	305	95	137	582	82	21	182	7	3	24	21	0	118	23	16	0	101
ST20-AS1	436	203	205	463	94	29	316	9	2	138	19	1	724	48	43	625	209
BCL2A1	331	15	18	421	6	24	63	5	1	18	252	1	144	1	47	2	84
ZFAND6	8219	2063	4493	8785	1777	307	2679	247	86	1796	185	29	8613	272	663	3308	2720
FAH	1718	466	1707	1846	268	70	753	9	2	402	30	0	2797	74	47	1444	727
CTXND1	17	3	4	16	24	97	0	0	0	4	0	11	9	0	0	0	11
AC016705.2	2	8	5	6	3	10	11	2	0	0	0	2	4	7	0	0	3
ARNT2	101	214	29	71	31	80	696	2	0	69	1	5	93	47	16	15	91
AC108451.1	1	24	0	2	1	0	4	0	0	0	0	0	0	0	0	0	2
AC108451.2	25	2	16	22	3	0	0	0	0	5	0	0	7	3	0	0	5
ABHD17C	4507	515	2275	3803	775	48	1233	39	3	315	28	0	2193	161	63	1165	1070
AC023302.1	85	9	15	85	16	0	94	4	0	4	1	0	22	7	3	6	21
AC023302.2	3	1	2	2	1	0	12	0	0	0	0	0	0	0	0	0	1
CEMIP	238	3539	94	209	41	5	3185	6	5	1260	11	2	210	292	267	48	588
AC027808.2	9	7	9	9	1	0	7	0	0	0	0	0	0	0	0	0	2
MESD	6631	2978	4006	6619	1758	281	3180	210	61	2349	118	13	4835	275	813	3249	2336
AC068870.2	132	30	76	188	12	5	43	6	2	5	1	0	77	5	2	8	37
TLNRD1	2067	435	1296	1742	733	180	700	113	39	385	91	5	4346	50	101	1357	852
CFAP161	17	0	14	2	32	1	3	1	0	0	1	0	58	0	0	3	8
IL16	46	187	123	21	365	34	463	8	8	27	82	1	60	0	1	0	89
AC103858.1	57	20	31	16	59	5	7	0	0	3	2	0	14	3	2	0	13
STARD5	2317	123	1372	1603	659	37	283	29	2	81	39	2	562	66	34	68	454
AC103858.3	62	13	27	53	25	3	39	1	1	0	5	0	1	1	0	0	14
TMC3-AS1	15	13	42	10	17	2	82	2	1	5	1	1	14	13	1	39	16
TMC3	1	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0
AC023034.1	15	7	13	24	15	0	9	1	0	0	0	0	3	0	0	103	11
AC104041.1	105	11	50	86	76	5	10	4	2	0	1	0	35	0	0	460	52
MEX3B	30	37	13	4	29	19	196	7	9	18	15	4	9	18	2	74	30
EFL1	914	324	541	1168	212	34	714	17	2	315	14	0	552	47	100	543	343
SAXO2	151	69	117	84	81	6	91	4	0	47	1	0	99	21	13	50	52
GOLGA6L10	331	39	265	286	91	8	61	5	1	19	2	0	208	22	9	141	93
GOLGA6L9	1084	80	667	578	254	13	97	20	1	16	11	1	427	22	5	141	213
RPS17	11587	4880	6287	10645	4154	807	5150	652	275	3785	463	56	11236	630	1320	3290	4076
CPEB1	6	145	12	4	14	23	86	0	3	53	0	2	5	30	26	468	54
CPEB1-AS1	10	35	10	15	8	1	23	1	0	27	0	0	0	16	7	16	10
AP3B2	101	21	150	101	139	7	40	2	1	10	1	1	94	28	11	175	55
AC105339.3	2	1	4	2	0	0	2	0	0	0	0	0	4	2	0	2	1
AC105339.6	128	45	49	101	40	4	113	6	0	4	5	2	11	12	10	0	33
SNHG21	2179	662	1330	2293	659	64	490	59	22	571	30	5	2035	119	88	1241	740
FSD2	59	28	9	62	19	5	51	1	3	21	1	0	11	1	15	191	29
WHAMM	3824	874	1741	3396	1089	111	1118	111	24	803	79	15	1757	184	278	954	1022
HOMER2	5049	508	711	5898	519	58	167	42	10	224	39	4	2592	87	67	2100	1129
AC022558.2	11	0	6	17	2	0	2	0	0	0	1	0	5	0	0	0	2
RAMAC	4237	988	2306	4662	839	149	804	67	19	1124	60	8	5369	133	406	0	1323
C15orf40	4536	1059	2374	4617	986	133	1848	111	47	820	62	5	2834	174	374	2978	1434
AC024270.4	2	2	2	1	3	0	1	0	0	0	0	0	6	0	0	0	1
BTBD1	4677	758	2726	6309	794	91	1541	96	19	682	84	12	3755	138	207	1558	1465
AC022558.1	250	14	157	392	40	4	61	5	0	11	5	0	108	3	6	0	66
AC024270.5	135	25	90	158	63	6	23	12	2	6	1	0	133	5	2	0	41
TM6SF1	967	11	133	1822	42	8	64	68	0	7	81	0	333	0	1	60	224
HDGFL3	4668	994	3005	6018	1094	118	1525	287	66	768	47	6	4192	175	418	2538	1619
BNC1	2678	18	2458	2177	544	38	110	12	3	19	18	0	3939	0	3	10	751
SH3GL3	1369	173	828	4092	51	11	52	17	1	202	11	1	477	25	25	297	477
ADAMTSL3	35	18	26	163	7	1	155	10	2	8	0	0	3	0	1	47	29
UBE2Q2L	34	55	49	12	31	8	30	4	1	35	1	2	128	12	6	11	26
GOLGA6L4	210	134	98	82	108	15	87	24	7	17	4	0	81	17	10	143	64
AC243562.3	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC048382.5	33	23	14	35	6	1	13	3	4	11	4	2	11	5	3	15	11
ZSCAN2	209	75	135	251	59	6	163	11	0	60	10	0	160	17	27	1498	167
AC048382.6	53	21	17	59	9	1	13	5	1	8	2	0	44	10	0	14	16
WDR73	1853	790	1196	1743	602	65	1271	65	33	345	55	7	1013	154	150	2111	715
NMB	2854	1215	525	661	479	87	892	94	20	1285	64	22	1072	112	218	1063	666
SEC11A	8679	4278	4866	8239	2378	652	4372	512	183	3532	319	38	7200	413	1157	3490	3144
AC012291.3	114	64	50	76	31	8	106	3	0	23	14	2	24	30	7	0	34
ZNF592	837	413	510	835	224	39	514	27	12	224	32	9	491	58	39	1277	346
ALPK3	217	24	18	136	7	0	25	8	3	4	28	0	16	5	0	31	32
SLC28A1	33	0	1	12	0	0	0	0	0	0	2	0	0	0	0	31	4
AC087468.2	53	0	0	6	4	0	1	0	0	0	0	0	0	2	0	0	4
PDE8A	1519	355	648	1144	293	92	643	84	34	203	47	16	590	57	62	786	410
AKAP13	6577	2968	3086	7204	1384	220	1971	287	123	1526	368	43	3412	575	276	1577	1974
AC087286.2	3	8	0	2	0	1	12	1	0	1	1	1	1	2	0	0	2
AC087286.4	14	7	2	15	1	0	2	1	1	0	6	0	0	0	0	0	3
AC021739.4	9	2	4	3	0	1	5	0	0	0	0	0	0	0	0	0	1
AC021739.2	42	43	7	45	13	0	15	3	2	8	2	1	4	0	0	10	12
AC021739.3	11	0	2	5	1	0	2	0	0	0	0	0	0	3	2	5	1
KLHL25	330	108	144	210	95	11	141	17	9	55	8	1	236	24	29	253	104
AGBL1	8	0	0	7	2	0	0	0	0	0	0	0	4	0	0	19	2
LINC00052	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	11	1
NTRK3	26	1231	6	75	68	4	464	9	34	311	14	6	2	0	10	121	148
MRPL46	2829	743	1145	2715	475	100	1281	57	16	961	25	5	1319	155	289	2880	937
MRPS11	4001	1059	2210	3927	809	159	1716	120	48	810	59	9	2662	163	227	3282	1328
DET1	364	165	317	379	123	38	214	23	8	58	4	3	221	11	25	241	137
AEN	1588	509	941	1786	281	71	796	60	11	746	45	4	2098	103	219	2967	764
ISG20	5338	371	846	4923	425	43	738	136	22	653	193	17	2891	17	303	120	1064
ACAN	6	5	6	6	4	0	1	1	3	0	1	0	0	0	0	267	18
HAPLN3	428	108	145	149	242	14	590	197	37	47	13	5	261	5	12	226	154
MFGE8	2307	3354	2524	3050	1054	369	3319	137	228	1516	55	46	3086	41	444	587	1382
AC013565.3	23	4	22	45	4	2	11	0	0	2	0	1	7	0	1	4	7
ABHD2	2424	892	1154	2052	431	131	2045	109	68	471	90	18	1840	26	144	808	793
RLBP1	0	1	0	2	0	0	7	0	0	0	0	1	0	0	0	0	0
FANCI	417	120	581	565	120	15	302	20	4	61	10	1	239	12	35	1667	260
POLG	1010	419	613	992	324	82	1239	46	22	191	48	2	662	62	50	1314	442
AC124068.2	120	29	39	83	31	5	32	4	2	11	9	0	67	16	1	68	32
MIR9-3HG	43	6	27	18	9	7	8	0	0	0	2	0	27	0	0	22	10
RHCG	2182	8	41	491	39	8	30	7	1	3	12	1	164	0	4	0	186
TICRR	2	2	22	0	0	0	26	0	0	0	0	0	4	0	0	1889	121
KIF7	40	179	98	19	62	12	324	0	7	69	0	0	48	21	17	283	73
PLIN1	72	23	8	51	10	1	42	2	0	9	0	0	0	0	3	3	14
PEX11A	1806	297	306	1593	180	34	565	18	6	196	9	1	195	24	87	206	345
WDR93	8	37	23	12	8	5	7	0	0	10	1	1	4	1	5	21	8
MESP1	805	92	2	51	13	5	489	1	1	57	7	2	12	47	20	80	105
MESP2	96	24	2	4	1	1	22	1	0	8	0	0	5	0	0	4	10
ANPEP	169	2118	2	58	5	2	2572	9	43	1859	31	0	2	0	521	34	464
AP3S2	2225	661	1202	2703	374	66	997	55	31	409	42	6	966	145	178	384	652
ARPIN	1239	417	646	1244	226	93	536	58	24	169	34	8	780	80	41	246	365
ZNF710	761	59	291	1062	113	21	174	17	6	36	27	1	515	25	16	821	246
AC087284.1	266	7	70	297	35	6	42	3	1	3	17	0	106	2	4	0	53
ZNF710-AS1	36	37	6	16	8	4	111	4	1	0	2	0	5	7	7	0	15
IDH2	3437	458	1180	2143	511	114	1803	52	31	244	96	5	2850	168	159	1245	906
SEMA4B	4963	71	3017	3921	1007	72	143	44	48	16	26	25	3205	30	10	1431	1126
CIB1	10145	2705	5127	8856	2148	306	3475	268	97	2368	266	36	8562	341	877	3343	3057
GDPGP1	282	58	128	212	43	6	106	1	3	20	7	3	230	31	10	358	93
TTLL13P	28	2	9	12	4	0	10	1	1	0	0	0	28	0	0	9	6
NGRN	8623	2943	4837	8531	2524	455	3026	261	112	2498	149	26	8591	426	863	387	2765
AC091167.5	8	3	1	9	3	1	2	0	0	0	0	0	6	0	0	0	2
ZNF774	290	53	150	322	77	3	77	3	0	20	2	1	150	6	6	44	75
IQGAP1	9313	2596	5265	8904	2856	489	2910	418	139	1529	370	38	9585	328	446	2662	2990
CRTC3	1659	665	756	1555	428	90	1319	109	52	491	50	22	1410	53	172	712	596
AC103739.1	7	0	1	10	0	0	0	3	0	0	0	0	0	0	0	0	1
CRTC3-AS1	26	4	34	72	3	5	2	0	0	2	2	0	35	0	0	38	13
AC103739.3	5	4	0	5	1	1	10	0	2	4	1	0	4	0	0	0	2
AC021422.1	6	3	6	11	2	0	0	1	0	0	1	0	14	3	0	0	2
LINC01585	8	3	9	61	3	0	7	0	0	3	3	0	16	0	0	0	7
BLM	43	7	96	71	10	4	53	2	0	0	18	1	30	0	2	1254	99
AC124248.2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124248.1	880	2	138	753	132	5	2	2	0	0	9	0	330	0	0	0	140
FURIN	1897	371	539	2285	358	64	1095	112	32	180	73	9	1227	80	88	1383	612
FES	379	146	159	190	112	48	239	92	14	31	49	4	277	19	4	1973	233
MAN2A2	823	523	279	845	213	84	557	46	15	176	26	17	201	162	62	549	286
HDDC3	2901	619	1221	3507	342	53	1029	108	20	208	40	4	1493	150	66	2389	884
UNC45A	2953	869	1983	3706	724	171	1643	93	50	462	45	10	1854	224	143	2068	1062
AC068831.1	10	17	5	17	7	1	14	0	2	16	0	0	8	6	2	11	7
RCCD1	874	129	819	903	281	37	872	17	10	49	15	3	721	86	25	1448	393
PRC1	643	121	697	505	232	39	310	20	13	55	19	3	623	44	41	1758	320
PRC1-AS1	27	14	18	17	9	0	32	1	0	3	3	0	0	1	1	2	8
VPS33B	654	206	292	759	125	46	297	26	3	58	9	2	182	41	19	518	202
VPS33B-DT	105	55	107	139	34	4	47	0	0	31	3	1	107	5	3	17	41
AC068831.6	267	6	207	199	71	3	2	2	1	10	2	1	381	0	2	8	72
AC127520.1	22	7	8	26	11	1	8	1	1	0	0	1	1	0	0	0	5
SV2B	7	2	1	2	5	25	6	39	0	0	0	1	1	0	0	0	5
AC104035.1	34	2	11	34	3	0	0	0	0	0	0	0	12	0	0	3	6
SLCO3A1	6342	287	3148	7467	1295	68	534	178	107	144	109	4	4020	12	56	80	1490
AC116903.2	6	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	41	2
LINC00930	3	0	7	3	4	0	3	0	0	0	0	0	0	0	0	6	1
AC091544.4	18	2	14	42	6	1	13	4	0	0	1	0	11	0	0	0	7
FAM174B	457	106	131	254	98	150	305	41	4	22	12	2	145	19	8	373	132
AC106028.3	24	8	22	26	8	1	8	2	0	0	0	0	12	0	0	0	6
AC106028.2	4	0	0	3	0	1	0	0	0	0	0	0	8	0	0	0	1
AC106028.4	16	9	6	9	6	0	6	2	0	6	28	1	6	4	2	25	7
LINC01578	10631	3843	5543	9221	3768	629	3544	449	196	3135	386	51	8089	545	847	0	3179
CHD2	8218	2377	4575	6810	2989	342	2778	281	108	1647	315	29	6196	440	621	2137	2491
RGMA	1670	142	1565	1223	784	41	308	15	40	44	5	0	2017	9	7	491	522
AC108457.1	41	0	7	34	2	1	6	2	0	0	3	0	5	0	0	0	6
AC091078.1	50	0	74	12	31	1	2	0	0	0	0	0	24	0	0	16	13
LINC01579	109	59	118	95	12	2	8	2	0	44	1	0	264	0	0	6	45
LINC02207	28	0	30	54	4	0	0	1	0	0	42	0	22	0	0	0	11
MCTP2	1889	312	891	1409	502	26	652	58	2	66	26	2	448	1	41	42	397
AC009432.2	3	1	5	3	3	0	0	0	0	0	1	0	8	0	0	0	1
LINC01197	7	1	2	8	1	0	44	62	101	0	0	4	0	0	0	0	14
AC104260.1	0	0	0	1	0	0	1	3	12	0	0	0	0	0	0	0	1
AC104260.3	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
LINC00924	23	1	11	22	6	0	14	18	56	0	1	0	3	0	0	19	10
AC015574.1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024337.1	17	0	0	5	0	0	3	0	1	0	0	0	0	0	0	0	1
AC024337.2	29	0	39	21	12	1	33	6	10	0	0	0	33	0	0	4	11
NR2F2-AS1	590	6	564	391	252	11	223	65	101	2	2	9	414	0	0	7	164
AC012409.1	1	0	37	3	1	0	0	0	0	0	0	0	15	0	0	0	3
NR2F2	4261	353	2778	3143	1529	131	1895	412	281	109	19	39	2619	48	26	171	1113
AC103746.1	14	0	2	15	4	0	0	3	3	0	0	0	7	0	0	0	3
AC087477.2	70	2	33	42	44	3	111	13	24	0	0	0	41	0	0	0	23
LINC02254	4	3	0	1	2	3	7	4	0	0	0	0	0	0	0	0	1
LINC00923	92	11	57	82	29	2	9	10	1	0	4	0	11	1	0	0	19
ARRDC4	1515	194	1591	1299	499	119	1039	43	18	112	31	4	1213	16	46	89	489
AC015722.2	34	0	1	10	0	1	0	0	1	1	0	0	1	0	0	0	3
LINC02351	38	0	2	11	2	0	0	0	0	0	0	0	6	0	0	0	3
FAM169B	98	9	63	133	32	3	8	0	0	7	3	0	51	4	0	4	25
IRAIN	51	17	43	66	35	2	18	1	0	4	0	0	84	0	0	0	20
IGF1R	2527	1288	1677	2583	995	222	1619	94	57	301	33	9	1236	277	119	1058	880
AC118658.1	142	35	100	90	47	10	25	2	2	25	1	0	152	38	4	10	42
LUNAR1	9	1	3	3	0	0	0	0	0	0	0	0	3	0	0	0	1
SYNM	87	669	10	67	33	24	456	50	29	218	6	18	20	102	70	538	149
AC036108.2	1	2	0	2	0	0	6	0	1	0	0	0	0	0	0	0	0
TTC23	687	360	453	582	190	29	573	30	18	230	11	3	192	28	57	389	239
AC036108.3	3	25	2	1	1	0	12	1	0	14	1	0	1	9	3	3	4
AC022819.1	54	23	41	45	20	4	43	3	2	5	1	0	8	6	2	0	16
LRRC28	3362	718	1712	3711	625	118	931	112	25	272	35	3	2409	67	62	1062	951
AC015660.1	204	1	112	147	45	2	1	0	0	0	0	0	164	0	0	0	42
AC015660.5	10	1	9	11	9	0	0	0	0	0	1	0	47	0	0	0	5
MEF2A	4642	2378	3111	5062	1540	121	2106	266	141	2234	230	23	3125	142	709	2127	1747
LYSMD4	788	204	498	1062	217	38	313	12	2	198	14	3	886	34	66	991	332
AC090825.1	24	161	21	10	84	16	132	17	8	39	9	3	17	8	7	38	37
ADAMTS17	280	7	55	234	158	37	24	3	1	5	5	1	96	0	5	12	57
AC084855.2	11	5	5	9	4	0	8	0	0	0	0	0	5	0	0	5	3
AC022710.1	9	1	3	1	4	0	0	0	0	0	0	0	4	0	0	0	1
SPATA41	80	28	37	96	19	2	19	5	1	3	6	1	31	0	3	8	21
CERS3-AS1	17	0	11	3	51	2	22	1	1	0	0	0	14	0	0	0	7
CERS3	2453	12	667	2251	334	14	9	12	0	5	14	0	844	0	2	10	414
AC027020.2	167	55	104	141	69	4	22	3	2	16	3	2	16	8	4	4	38
LINS1	1415	336	791	1412	476	81	512	27	10	295	29	6	409	34	120	659	413
ASB7	934	218	427	856	178	46	354	23	5	118	24	2	345	33	64	382	250
AC087762.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015712.1	120	56	4	12	16	13	82	5	0	17	3	1	9	1	1	107	27
ALDH1A3	5863	1351	835	4999	622	91	521	140	5	645	41	25	1575	12	62	338	1070
AC015712.7	135	5	5	59	9	0	5	1	0	0	0	1	10	0	0	0	14
AC015712.2	414	105	75	295	46	4	68	3	1	36	1	0	67	1	0	80	74
LRRK1	646	389	372	895	187	21	528	42	3	114	41	1	378	0	56	217	243
AC090907.2	11	8	7	10	3	0	14	0	0	0	0	0	0	0	0	125	11
CHSY1	1139	2217	874	1032	598	102	1292	171	63	1001	66	1	696	111	110	1347	676
SELENOS	9452	4218	4856	9113	2193	412	4367	327	145	3642	230	30	8689	379	1307	3311	3291
SNRPA1	5844	1811	2734	5235	1356	200	2732	170	45	1918	125	13	4913	236	676	3401	1963
AC023024.1	27	3	18	24	4	1	18	1	1	4	0	0	37	9	2	37	11
PCSK6	104	4	19	70	24	2	70	53	1	0	3	0	13	38	0	226	39
AC090164.5	6	16	5	11	3	0	0	2	0	4	1	0	4	3	3	0	3
TM2D3	4118	1789	3130	3998	1557	187	2237	165	51	1644	94	21	3264	258	357	2009	1554
TARSL2	1786	1185	743	1439	648	68	966	61	28	1105	50	16	1023	164	382	944	663
WASIR2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	11	0
